Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
25,male,2,own,little,little,3105,24,radio/TV,"A male, 25 years old, highly skilled, with his own house, little savings and checking accounts, asks for a 3105€ loan for a radio/TV with a 24 months duration.",good risk
33,male,2,rent,little,rich,2319,21,education,"Male, 33 years old, with a highly skilled job, rents his home, has a rich checking account and a little savings account, requested a 2319 loan for 21 months to study.",good risk
75,female,3,own,little,little,1374,6,car,A 75 year old woman has applied for a car loan of 1374 with a duration of 6 months. The woman has little in savings and current accounts and is highly skilled.,bad risk
37,female,2,own,little,moderate,3612,18,furniture/equipment,"A woman of 37 years old, with a skilled job and her own housing, wants a loan of 3612 euros for 18 months to buy furniture and equipment, with a moderate current account and a small savings account.",good risk
42,male,3,free,little,little,7763,48,car,A 42 year old male who is highly skilled and living in free housing applied for a 7763 dollar loan for a car that will last 48 months. He has little in savings and in his checking account.,bad risk
45,female,1,own,little,rich,3049,18,furniture/equipment,"The risk of granting a loan to a 45-year-old woman with an unskilled job, her own home, and a rich checking account but little savings is low. She is requesting a loan of 3049 euros to buy furniture/equipment for a period of 18 months.",good risk
23,male,2,rent,little,moderate,1534,12,radio/TV,"A male aged 23 years old, highly skilled, with a moderate checking account, who rents his house, asks for a loan of 1534 euros to buy a radio/TV, with a duration of 12 months.",good risk
60,male,2,free,little,little,2032,24,car,"The person is a male with a highly skilled job, has little savings and current account, wants to buy a car and has a credit of 2032 for 24 months.",good risk
31,male,2,own,little,little,6350,30,furniture/equipment,A 31 year old male with a skilled job who owns his home has requested a loan of 6350 euros for furniture and equipment for a 30 month period. He has little savings and little current account.,good risk
34,male,1,own,little,rich,2864,18,furniture/equipment,A male resident with low savings and a rich checking account is applying for a loan of 2864 for furniture/equipment. He owns his home and is unskilled. The loan duration is 18 months.,good risk
61,male,1,own,little,little,1255,12,car,"The 61 year old man has requested a 1255 loan for a car, for a 12 month duration. He is a resident unskilled worker, with a little saving and current account.",bad risk
43,male,2,free,little,little,1333,24,car,"The client is a 43 year old male, who has a medium level of skill. He is applying for a car loan of 1333, with a duration of 24 months. He has little savings and a little current account. He owns his house.",good risk
37,female,2,own,little,little,2022,24,car,"The woman is 37 years old, with a medium level of work, owns her home, has little savings and current account, wants a car loan for 2022 with a 24-month term.",bad risk
32,male,2,own,little,little,1552,24,radio/TV,"A 32 year old male with a skilled job, owns his home and wants a 1552 loan for a radio/TV for 24 months.",good risk
24,female,1,own,little,little,626,12,radio/TV,A 24 year old female who is an unskilled resident with her own accommodation and has little savings has requested a 626 loan for a radio/TV for 12 months.,bad risk
35,male,2,free,little,little,8858,48,car,"A 35 year old man with a highly skilled job, who owns his home and has little in savings and current accounts has applied for a 8858 loan for a car for 48 months.",good risk
23,female,2,own,little,little,996,12,repairs,A 23 year old woman with a skilled job is applying for a 996 euro loan for repairs. She owns her home but has little savings and little current account. The loan will last for 12 months.,good risk
45,male,1,own,quite rich,little,1750,6,radio/TV,"A male, aged 45, with a low salary and high savings, is requesting a loan of 1750€ for a radio/TV for a duration of 6 months.",good risk
34,male,2,own,little,little,6999,48,radio/TV,"A male, 34 years old, skilled worker, owns his own home, has little savings and checking accounts, requests a loan of 6999 for a radio/TV with a duration of 48 months.",good risk
27,male,2,own,moderate,moderate,1995,12,car,"A male, 27 years old, skilled worker, with own house, moderate savings and current accounts, requested a 1995€ car loan for 12 months.",good risk
67,female,3,own,little,moderate,1199,9,education,"A 67 year old woman is applying for a $1199 loan for education purposes. She is highly skilled, owns her own home and has a moderate current account.",good risk
22,male,2,own,little,moderate,1331,12,radio/TV,"The male, 22 years old, has a moderate checking account and little savings account, with a loan for a radio/TV of 1331 euros and a duration of 12 months, has a skilled job and owns his home.",good risk
28,female,2,own,moderate,moderate,2278,18,car,"Female, 28 years old, skilled, owns her home, moderate savings and checking accounts, loan amount 2278, 18 months duration, car purpose.",good risk
29,female,2,own,little,little,5003,21,car,A woman with a skilled job who owns her own home and has little in savings is taking out a 5003 loan for a car for 21 months.,good risk
27,male,2,own,little,little,3552,24,furniture/equipment,"A male, 27 years old, skilled, who owns his own house, with a little savings and checking account, requested a loan of 3552 for furniture/equipment with a duration of 24 months.",good risk
31,male,1,own,little,moderate,1928,18,furniture/equipment,A 31 year old male with an unskilled job and moderate current account balance has requested a 1928 loan for furniture/equipment with a duration of 18 months.,bad risk
49,male,2,free,little,little,2964,24,car,The applicant for a 2964 loan for a car is a 49 year old man with a skilled job who has a small current account and savings. The loan is to be repaid over 24 months.,good risk
24,male,1,rent,little,little,1546,24,radio/TV,"A 24-year-old male with an unskilled and resident job, renting his home, with a small savings and current account, and a radio/TV loan of 1546 for 24 months.",bad risk
29,female,2,own,little,rich,683,6,radio/TV,"A 29 year old female with a little savings, a rich checking account, a loan for a radio/TV with a duration of 6 months and a low amount.",good risk
37,male,2,free,little,moderate,12389,36,car,"A 37 year old male, with a moderate current account, who works as a skilled worker, applied for a car loan of $12389 for 36 months. He owns his home and has a small savings account.",good risk
37,male,3,own,little,moderate,4712,24,business,"A man, aged 37, who owns a house and has a moderate checking account, requested a $4712 loan for 24 months for business purposes. He is a highly skilled worker.",good risk
23,female,2,rent,moderate,moderate,1553,24,radio/TV,"A 23-year-old woman, moderately skilled, seeks a loan of 1553 euros to buy a radio/TV. She rents her home and has moderate savings and checking accounts. The loan duration is 24 months.",good risk
36,male,2,own,little,little,1372,12,car,"A 36 years old man who is skilled and owns his house, requested a credit of 1372 euros for 12 months for a car. He has a little savings account and a little current account.",good risk
34,male,2,own,rich,little,2578,24,radio/TV,"A 34 year old male with a high skilled job, who owns his own home, and has a rich savings account and a small current account has requested a 2578 loan for 24 months to buy a radio/TV.",good risk
41,male,2,own,little,moderate,3979,48,radio/TV,"A male, age 41, with a moderate current account, who owns his home, with a small savings account, requested a loan of $3979 for a TV/radio, for 48 months, is a skilled worker.",good risk
31,female,2,own,little,little,6758,48,radio/TV,A 31 year old woman with a skilled job and her own home has a small current account and a small savings account. She wants to buy a radio/TV and has requested a loan of 6758 for 48 months.,good risk
23,female,1,rent,little,little,3234,24,furniture/equipment,"A 23-year-old female with an unskilled job and low savings is applying for a €3234 loan for furniture/equipment over 24 months.
The risk associated with this loan is high due to the applicant's young age, low savings, and unskilled job status.",bad risk
38,male,2,own,little,little,5954,30,radio/TV,"A 38 year old male, skilled worker, owns his house, and has little savings and little current account, asked for a 5954 loan for 30 months to buy a radio/TV.",good risk
26,female,3,rent,little,little,5433,24,car,"A 26 years old woman is requesting a loan of 5433 euros for a car, she is highly skilled and rents her house, she has little savings and a little current account.",good risk
22,female,1,own,little,little,806,15,business,A young woman with low income has requested a small amount of money for her business.,bad risk
27,male,1,own,little,moderate,1082,9,radio/TV,"The client is a 27-year-old male with a moderate current account and a little savings account, requesting a 1082 credit for a radio/TV with a 9-month duration.",bad risk
24,female,2,own,little,little,2788,15,furniture/equipment,A female with a skilled job who owns her own home and has a small savings account and current account applied for a 2788 credit for furniture and equipment with a duration of 15 months.,good risk
27,female,2,own,little,moderate,2930,12,radio/TV,"A woman, skilled, has a low amount of savings, owns her home, has a moderate current account, wants a loan for a radio/TV and is asking for a low amount of money.",good risk
33,female,2,own,little,little,1927,24,education,"A 33 year old female who is skilled, owns her own home and is applying for a $1927 loan for 24 months for education has a low credit risk.",good risk
27,male,2,own,little,moderate,2820,36,car,"A 27 year old male, with a skilled job, who owns his own home and has a moderate current account has been given a loan of 2820 for a car, for 36 months.",good risk
27,male,1,own,little,little,937,24,education,"A male, 27 years old, with a low savings account, who works in an unskilled job and owns his home, requested a loan of 937 for education purposes, for a period of 24 months.",good risk
30,male,2,own,little,moderate,1056,18,car,A 30 year old male with a moderate current account and a small savings account wants to buy a car for 1056 euros over a period of 18 months. He is skilled and owns his home.,good risk
49,male,1,own,little,moderate,3124,12,car,"A 49 year old man, resident, with a little saving account, moderate checking account, who owns his home, has requested a car loan of 3124 for 12 months.",good risk
26,female,2,rent,little,little,1388,9,furniture/equipment,"A 26 year old woman, skilled worker, renting her house, with a small current and savings account, requested a loan of $1388 for 9 months for furniture/equipment.",good risk
33,male,1,rent,little,moderate,2384,36,repairs,"The applicant is a 33-year-old male who is unskilled and resident, renting his accommodation, with little savings and a moderate current account. He has requested a loan of 2384 for repairs with a duration of 36 months.",bad risk
52,female,3,free,little,little,2133,12,car,"A woman of 52 years, highly skilled, who lives in a free home, has little savings and current account, requested a loan of 2133 for a car, for 12 months.",good risk
20,female,2,rent,little,little,2039,18,furniture/equipment,"A 20 years old woman is asking for a loan of 2039 for furniture/equipment with a low current and saving account, she is skilled and is renting.",bad risk
36,male,2,rent,little,little,2799,9,car,"A 36 years old man with a little savings, rent house, little checking account and a car loan of 2799 for 9 months.",bad risk
21,male,1,own,little,little,1289,12,furniture/equipment,"A 21 year old male, resident, unskilled, owns his home and has little in savings and current accounts is applying for a 1289 credit for furniture/equipment for a duration of 12 months.",bad risk
47,male,1,own,little,little,1217,18,domestic appliances,"The client is a 47-year-old male, an unskilled resident with his own home, who has requested a small amount of money for a short period to buy domestic appliances.",good risk
60,male,2,own,little,little,2246,12,furniture/equipment,"The client is a 60 year old male with a high skilled job, he owns his home and has small accounts in savings and current accounts. He is asking for a 2246€ loan for furniture/equipment for 12 months.",good risk
58,female,1,own,little,little,385,12,radio/TV,"A woman of 58 years, with an unskilled job and resident, who owns a home, has a low savings and current account, and wants to buy a radio/TV for 385 dollars in 12 months.",bad risk
42,female,2,rent,little,moderate,1965,24,car,"A woman, aged 42, who is skilled and renting is applying for a loan of 1965 for a car, with a moderate current account and little savings.",good risk
36,female,1,own,rich,little,1572,21,business,"Female, unskilled resident, owns her home, has a rich savings account and a little current account, requests a 1572 loan for business, for 21 months.",good risk
20,female,1,rent,little,moderate,2718,24,car,"A woman of 20 years old, unskilled and resident, who pays rent, with little savings and a moderate checking account, requested a loan of 2718 for a car, with a duration of 24 months.",bad risk
40,male,3,own,little,little,1358,24,vacation/others,A 40 years old male who owns his house and has little savings is requesting a 1358 loan for vacations and other purposes with a 24 months duration.,bad risk
32,female,1,own,moderate,moderate,931,6,car,"A 32 years old female, who is unskilled and resident, owns her house, has a moderate savings and current account, requested a loan of 931€ for 6 months for a car.",bad risk
23,female,2,rent,little,little,1442,24,car,A 23 year old female with a skilled job and a small current and savings account applied for a car loan for $1442 over 24 months.,good risk
36,male,1,own,little,moderate,4241,24,business,"The person is a 36 year old male, with a low savings account, a moderate checking account, a skilled worker and a resident, with a mortgage, who requested a loan of 4241 for a business with a 24 months duration.",good risk
31,male,2,own,little,little,2775,18,car,"A male, 31 years old, with a skilled job, who owns his home, and has little in his savings and checking accounts, requested a loan of $2775 for a car for 18 months.",good risk
32,male,2,free,little,little,3863,24,business,"A male who is 32 years old with a highly skilled job applied for a loan of 3863 euros for his business, with a term of 24 months. He has a little savings and checking account.",good risk
45,female,2,own,little,moderate,2329,7,radio/TV,"Female, 45 years old, skilled, has her own house, little savings, moderate current account, requested a loan of 2329 euros for 7 months to buy a radio or TV.",good risk
30,female,2,own,little,moderate,918,9,furniture/equipment,"A female, 30 years old, has a moderate current account, little savings, owns a home and is skilled. She requested a loan of 918 for furniture/equipment for 9 months.",good risk
34,female,1,free,little,moderate,1837,24,education,"A 34 year old woman with an unskilled job and free housing is seeking a $1,837 loan for education. She has a moderate checking account and little savings.",bad risk
28,female,3,own,little,little,3349,36,furniture/equipment,A 28 year old woman is applying for a loan to purchase furniture and equipment for her own home. She is highly skilled and has little money in her savings and checking accounts. She wants to borrow $3349 for 36 months.,good risk
23,female,2,own,little,rich,1275,10,furniture/equipment,A female with a skilled job has requested a loan for furniture/equipment for 10 months with a small savings account and a rich checking account.,good risk
22,male,2,own,quite rich,little,2828,24,furniture/equipment,"A male, 22 years old, has a credit of 2828 with a duration of 24 months. He has a savings account with a high balance and a checking account with a low balance. He owns his house and is skilled. He is applying for a loan for furniture/equipment.",good risk
74,male,3,own,little,little,4526,24,business,The person is a 74 year old man with a high skilled job who owns his own home and has a small savings and checking account. He is taking out a 4526 dollar loan for business purposes and will have 24 months to pay it back.,good risk
50,female,2,free,moderate,moderate,2671,36,radio/TV,"A woman of 50 years old, skilled worker, free accommodation, moderate savings and current accounts, requested a credit of 2671 for a TV/Radio, for 36 months.",good risk
33,male,2,own,little,little,2051,18,radio/TV,"A 33 year old male with a highly skilled job, owns his house and is applying for a 2051 loan for a radio/TV with an 18 month duration.",good risk
45,male,2,free,little,little,1300,15,car,"A 45 year old male with a skilled job has a 1300 credit for 15 months to buy a car, but he has a little savings and current accounts.",bad risk
22,female,2,own,moderate,little,741,12,domestic appliances,"A 22-year-old woman, with a skilled job, is requesting a loan of 741 euros for 12 months for domestic appliances. She has moderate savings and a little current account.",good risk
48,female,1,free,moderate,rich,1240,10,car,A 48-year-old woman applied for a car loan with a 1240 euros amount and a 10-month duration. She is an unskilled and resident worker with a rich current account and a moderate savings account.,good risk
29,female,2,own,rich,little,3357,21,radio/TV,"Female, skilled worker, 29 years old, who owns her home and has a large savings account, requests a loan of 3357 for a television.",good risk
22,female,2,rent,little,little,3632,24,car,"A 22 year old female skilled worker who rents her home, with little savings, little current account, a loan of 3632 for a car for 24 months.",bad risk
22,female,2,own,little,little,1808,18,furniture/equipment,"A woman of 22 years old, with a skilled job, her own home and a low amount of savings, wants to get a loan of 1808 for furniture/equipment with a duration of 18 months.",good risk
48,male,3,own,little,moderate,12204,48,business,"A 48 year old male, skilled, who owns his own house, has a moderate current account and a small savings account, applied for a business loan of 12204 euros for 48 months.",good risk
27,male,3,free,little,moderate,9157,60,radio/TV,"A man of 27 years old, highly skilled, with a moderate current account, little savings, applying for a loan of 9157 for radio/TV for 60 months.",good risk
37,male,2,rent,little,little,3676,6,car,"The risk is low since the person is a male with a skilled job, renting his house, has a small amount of money in both his savings and checking accounts, requested a small amount of credit to buy a car, and the credit has a short duration.",good risk
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,"A 21 year old female, skilled worker, with moderate savings and current accounts, wants to buy furniture/equipment with a loan of 3441€ for 30 months.",good risk
49,male,1,own,little,little,640,12,car,"A 49 years old male, with an unskilled job and resident, with his own home, with little savings and little current account, asks for a 640 euros loan for a car for 12 months.",bad risk
27,male,2,own,little,moderate,3652,21,business,"A male with a skilled job and his own house, with a small savings account and a moderate current account, requested a business loan of 3652 for 21 months.",good risk
32,male,2,own,little,little,1530,18,car,"The risk of a 32 year old man with a skilled job, who owns his own home, has a little money in his current and savings accounts and wants a 1530 loan for a car for 18 months is medium.",good risk
38,male,2,own,little,little,3914,48,business,"A 38 year old male, highly skilled, who owns his own home, has little in savings and checking, is seeking a loan of $3914 for 48 months.",good risk
22,female,2,rent,little,little,1858,12,furniture/equipment,A 22 year old woman with a low balance in her savings account and current account has requested a loan of 1858 for furniture and equipment. She is skilled and rents her home.,bad risk
65,male,2,free,little,little,2600,18,radio/TV,"A 65 year old man, who is skilled, with a small amount in savings and checking account, requests a 2600 dollar loan to buy a radio/TV for 18 months.",bad risk
35,male,2,own,little,little,1979,15,radio/TV,"A 35 years old male with a skilled job, who owns his home, with little savings and current accounts, is applying for a loan of 1979 euros for 15 months to buy a radio/TV.",good risk
41,male,2,own,little,rich,2116,6,furniture/equipment,"The client is a male, 41 years old, skilled worker, with his own home, who has a rich current account but little savings. He requests a loan of 2116 euros for 6 months to buy furniture and equipment.",good risk
29,male,2,own,moderate,moderate,1437,9,car,"A male, 29 years old, with a moderate savings account, who owns his home, and has a moderate checking account, requested a loan of $1437 to buy a car, with a duration of 9 months.",good risk
36,male,2,own,quite rich,little,4042,42,furniture/equipment,A man with a high skilled job who owns his house applied for a loan to buy furniture. He has a lot of savings and a small checking account. The loan amount is 4042 and the loan duration is 42 months.,good risk
64,male,1,own,little,little,3832,9,education,"The client is a 64-year-old man who lives in his own house and has a small current account. He wants to apply for a loan of 3832 for education, with a term of 9 months.",bad risk
28,female,2,own,little,little,3660,24,radio/TV,"A 28 year old woman, with a high level of skill, owns her own home, has little in savings and checking, and is seeking a $3660 loan for a radio/TV for 24 months.",good risk
44,male,2,own,little,little,1553,18,furniture/equipment,"A 44 years old man, with a high qualification level, that owns his home, requested a 1553€ loan, to be returned in 18 months, for furniture/equipment.",good risk
23,male,2,own,little,moderate,1444,15,radio/TV,"A male, aged 23, with a moderate current account and a little saving account, applied for a loan of 1444 euros for a TV/Radio for a duration of 15 months. He is skilled.",good risk
19,female,2,rent,little,little,1980,9,furniture/equipment,"A woman of 19 years old, with a high-skilled job, has a credit of 1980€ for 9 months for furniture/equipment, with little savings and a current account.",good risk
25,female,1,own,little,moderate,1355,24,car,A 25 year old woman with a low savings account balance and a moderate current account balance has requested a car loan of 1355 euros for a duration of 24 months. She is a resident and unskilled worker who owns her own home.,bad risk
47,male,2,own,little,little,1393,12,education,A 47 year old male with a little savings and a little checking account has requested a loan of 1393 for education purposes. He owns his own home and is skilled.,good risk
28,female,2,own,quite rich,little,1376,24,radio/TV,"A woman, 28 years old, with a skilled job, owns her home and has quite rich savings. She requested a 1376 euro loan for radio/TV for 24 months.",good risk
21,male,2,own,little,little,15653,60,radio/TV,The client is a 21 years old man with a skilled job and owns his home. He wants to buy a radio/TV and requests a loan of 15653€ for 60 months. He has a little savings account and a little checking account.,bad risk
34,female,2,own,little,little,1493,12,radio/TV,"A 34 year old woman, highly skilled, who owns her house and has few savings and checking accounts, asked for a 1493 euro loan for a radio/TV.",good risk
26,male,2,own,little,little,4370,42,radio/TV,"A 26 year old man, skilled worker, has a mortgage and little savings. He has requested a loan of 4370 for a TV. The duration of the loan is 42 months.",good risk
27,female,0,own,little,little,750,18,education,A 27 year old female who is an unskilled non-resident has requested a 750€ loan for education purposes. She owns her own home and has little savings and current accounts.,bad risk
38,male,1,own,little,moderate,1308,15,repairs,"A 38 year old male, with a moderate current account, who owns their own home and has a low savings account, has taken a 1308 loan for repairs, and the loan is 15 months long.",good risk
40,male,3,own,moderate,little,4623,15,education,A 40-year-old man is requesting a loan of $4623 to pay for education. He is highly skilled and owns his own home. He has a small checking account and a moderate savings account. The loan will last 15 months.,good risk
33,male,2,own,little,little,1851,24,radio/TV,"A 33 year old man with a low balance in his savings and checking accounts, applied for a loan of $1851 to purchase a TV. He has his own home and is skilled.",good risk
32,male,3,own,little,little,1880,18,radio/TV,"The client is a 32 year old man who is highly skilled, owns his home, has a small savings and checking account, and is requesting a $1880 loan for a radio/TV.",good risk
27,male,2,rent,little,little,7980,36,business,A 27 year old male with a high skilled job has requested a 7980 loan for business purposes. He has little savings and a little current account and is renting. The loan is for 36 months.,good risk
32,male,2,own,little,little,4583,30,furniture/equipment,"A 32 year old man who has a little saving and a little current account, he is skilled and has his own house, he asks for a 4583 loan for furniture/equipment for a 30 month period.",good risk
26,female,2,own,quite rich,little,1386,12,car,"A 26 year old female who is skilled and owns her home, has quite a rich savings account but a little checking account, wants a loan of 1386 for a car, for 12 months.",good risk
38,male,2,free,little,rich,947,24,car,The person is a 38 year old man with a high skilled job. He has a little savings account and a rich checking account. He requested a 947 loan for a car and the duration of the loan is 24 months.,good risk
40,male,1,rent,little,little,684,12,education,The person is a 40 year old male with a low income and a small amount of savings. He wants to take out a small loan for education purposes for 12 months.,bad risk
50,male,3,free,little,little,7476,48,education,A 50 year old male has applied for a loan of 7476 euros for education purposes. He is highly skilled and lives in a free accommodation. He has a little savings and a little current account. The loan duration is 48 months.,good risk
37,male,1,own,little,moderate,1922,12,furniture/equipment,The client is a 37 years old male who is unskilled and resident with own house. The client has a moderate current account and a little savings account. The client requested a loan for furniture/equipment for 1922 euros for 12 months.,good risk
45,male,2,own,little,little,2303,24,car,A 45 year old male with a skilled job who owns his home and has little in his savings and checking accounts has requested a 2303 loan for a car with a 24 month duration.,good risk
42,male,3,own,moderate,moderate,8086,36,car,"A male with a high-skilled job is requesting a car loan of $8086 to be paid in 36 months. He owns his own home and has moderate savings and checking accounts.
The loan amount and duration are typical for a car loan, and the applicant's employment and homeownership status suggest a stable financial situation.
However, the moderate savings and checking accounts may indicate a lower ability to save and manage money, which could be a risk factor for repayment.
Overall, the applicant appears to be a relatively low-risk borrower, but the lender should still evaluate their credit history and other factors before making a decision.",good risk
35,male,2,own,little,little,2346,24,car,"The client is a 35 year old male, with a highly skilled job, who owns his home. He wants a car loan for 2346 over 24 months. He has little savings and little current account.",good risk
22,male,2,free,little,little,3973,14,car,A 22 year old male with a highly skilled job who lives for free and has a small savings and checking account requested a 3973€ loan for 14 months to buy a car.,good risk
41,male,1,own,little,moderate,888,12,car,"The risk of a 41 year old man is moderate, with a low savings account, who requests a loan of 888 dollars for a car, with a duration of 12 months, who lives in his own house and is an unskilled resident.",bad risk
37,male,2,own,little,little,10222,48,radio/TV,A 37 year old male with a skilled job who owns his home and has little in savings is requesting a 10222 loan for 48 months for a radio/TV.,good risk
28,female,2,own,little,moderate,4221,30,business,"The person is a 28 year old woman with a high-skilled job, who owns her own house. She has a small savings account and a moderate checking account, and is requesting a loan of 4221 for her business, for a duration of 30 months.",good risk
41,male,2,own,little,moderate,6361,18,furniture/equipment,"A male with moderate checking account, little savings, skilled job, who owns his house, requested a 6361 euros loan for 18 months for furniture/equipment.",good risk
23,male,2,rent,little,rich,1297,12,radio/TV,"A man of 23 years old, skilled, who rents his house, has a little savings account and a rich current account, asks for a loan of 1297 euros for 12 months to buy a radio or TV.",good risk
23,male,2,own,little,little,900,12,car,"A 23 years old male, with a low savings account balance, has requested a car loan for $900 for 12 months. He is skilled and owns his home.",good risk
50,male,2,own,little,little,2241,21,furniture/equipment,"The credit risk is high because the person is 50 years old, male, skilled, owns his house, has little savings and current accounts, and has requested a loan of 2241 euros for 21 months to buy furniture and equipment.",bad risk
35,male,3,own,little,moderate,1050,6,furniture/equipment,"A male, 35 years old, highly skilled, owns his home, has a moderate checking account and a small savings account, requested a 1050 loan for 6 months to buy furniture/equipment.",good risk
50,female,1,own,little,rich,1047,6,education,"The client is a 50 year old woman, she is an unskilled resident, she owns her house, she has a low balance savings account and a rich checking account, she wants to get a $1047 loan for education for 6 months.",good risk
27,male,3,own,little,little,6314,24,vacation/others,A 27 year old male has requested a loan for vacation/others. The loan amount is $6314 and the duration is 24 months. He has little savings and is highly skilled with his own accommodation.,good risk
34,male,2,own,rich,moderate,3496,30,furniture/equipment,"A male, 34 years old, with a skilled job, owns his home, has rich savings and moderate current accounts, requests a loan of 3496 for furniture/equipment for 30 months.",good risk
27,female,2,own,little,little,3609,48,business,"The client is a female with a skilled job, with her own home and little savings. She has requested a loan for business for an amount of 3609 with a duration of 48 months.",good risk
43,male,2,rent,little,little,4843,12,car,"The client is a 43 years old male, with a medium level of expertise. He has a low balance in his savings and checking accounts. He requests a credit for a car, of 4843 euros, for 12 months. He rents his house.",bad risk
47,male,2,own,little,rich,3017,30,radio/TV,"A male of 47 years old, with a high level of work, owns his home, has little savings and a rich current account, requests a loan of 3017 euros for a duration of 30 months to buy a radio or TV.",good risk
27,male,1,own,moderate,little,4139,24,business,A 27-year-old male who is unskilled and resident has applied for a business loan for an amount of 4139€ for 24 months. He owns his home and has a moderate savings account with little current account.,good risk
31,male,2,own,moderate,little,5742,36,business,"A 31 year old man with a skilled job, owns his home and is applying for a loan of 5742 for business purposes. He has a moderate savings account and a small current account.",good risk
42,male,3,own,little,little,10366,60,car,"Male with 42 years old, highly skilled and owns his house, asks for a car loan of 10366 for 60 months with a little saving account.",good risk
24,male,2,own,quite rich,little,2080,6,car,"A male is applying for a 2080 loan for a car with a short duration, he has a low current account balance but a high savings account balance, he is skilled and owns his house.",good risk
41,male,1,own,quite rich,little,2580,21,business,"A 41 year old male with a little current account has requested a 2580 credit for business, which is quite rich and has his own house and is unskilled and resident.",good risk
26,female,3,rent,little,little,4530,30,radio/TV,"The person is a female, 26 years old, highly skilled, who lives in a rented house and has little savings and current accounts, has requested a loan of 4530 for a TV/radio and has a loan term of 30 months.",good risk
33,male,2,own,little,little,5150,24,furniture/equipment,"The person is a 33-year-old male, skilled, who owns his home. He is applying for a 5150 loan for furniture/equipment with a 24-month term. He has little savings and little current account.",good risk
24,male,2,own,moderate,moderate,5595,72,radio/TV,"A man of 24 years old, skilled, who owns his house, has a moderate savings and checking account, a credit of 5595€ for 72 months for a radio/TV is a low risk credit.",good risk
64,male,1,rent,little,little,2384,24,radio/TV,"A 64 year old male, who is unskilled and resident, and rents his home, applied for a 2384 loan for a radio/TV. The loan has a duration of 24 months.",bad risk
26,female,2,own,little,little,1453,18,radio/TV,"A 26 years old female with a skilled job, owns her house, has little savings and current accounts, applied for a 1453 loan for a radio/TV, with a 18 months duration.",good risk
56,female,2,own,little,little,1538,6,education,"Female, 56 years old, skilled, own house, little savings and current account, 1538€ credit, 6 months duration, education purpose.",good risk
37,male,2,free,little,little,2279,12,radio/TV,"A 37 year old male with a little savings account, who is skilled and has a free accommodation, requested a loan of 2279 for a 12 month period to buy a radio/TV.",good risk
33,male,2,own,little,little,1478,15,radio/TV,"A 33 years old male, skilled worker, with his own accommodation, asked for a small loan to buy a radio/TV. He has few savings and his current account is low.",good risk
47,male,2,free,little,little,5103,24,radio/TV,"The person is a skilled male, with a small amount of savings and checking account, he requested a loan for a radio/TV, for 5103 euros, with a 24 month duration.",good risk
31,male,1,own,moderate,moderate,9857,36,business,"The person is a 31 year old male, with a low skilled job, owning their home. They have moderate savings and checking accounts, and requested a loan of $9857 for business purposes.",good risk
34,male,2,free,little,little,6527,60,car,"A 34 year old male with savings and checking accounts, skilled, with free housing requested a 6527 loan for a car with a 60 month duration.",good risk
27,male,2,own,little,rich,1347,10,radio/TV,"A male with a high-skilled job, his own house, little savings and rich checking account, requests a 1347 loan for radio/TV with 10 months of duration.",good risk
30,male,2,free,moderate,moderate,2862,36,car,A 30 year old male who is skilled and has a moderate savings and checking account wants to get a car loan for 2862 over 36 months.,good risk
35,male,2,own,moderate,little,2753,9,radio/TV,"A 35 year old man has a moderate savings account and wants to buy a radio/TV. He has a low balance in his checking account, a skilled job and owns his own home. The loan amount is 2753 and the loan duration is 9 months.",good risk
31,male,2,own,rich,little,3651,12,car,The person is a 31-year-old male with a skilled job and owns their own home. They have a rich savings account and a little current account. They are applying for a loan of 3651 for a car with a 12-month duration.,good risk
25,male,2,own,little,little,975,15,furniture/equipment,"A man of 25 years, with little savings, little current account, is unskilled, owns a house and is applying for a loan of 975 euros for furniture/equipment, for a period of 15 months.",bad risk
25,female,1,own,moderate,moderate,2631,15,repairs,"Female, skilled, resident, owns a house, has moderate savings and current accounts, requested a loan for repairs in the amount of 2631 for 15 months.",good risk
29,male,2,own,moderate,moderate,2896,24,radio/TV,"El solicitante es un hombre de 29 años con un trabajo calificado, propietario de su vivienda, que solicita un préstamo de 2896 euros para radio/TV con una duración de 24 meses y cuentas de ahorro y corriente moderadas.",good risk
44,male,1,own,little,little,4716,6,car,"A 44 years old male, unskilled and resident, who owns his home, has a little savings and current account, wants a loan of $4716 for a car for a period of 6 months.",bad risk
28,male,2,own,little,little,2284,24,radio/TV,A 28 year old male with a skilled job has requested a loan of 2284 for a radio/TV for a period of 24 months. He has little savings and a small current account.,good risk
50,male,2,rent,quite rich,little,1236,6,car,"A male of 50 years old, highly skilled, who rents his house, has a lot of money in savings but very little in checking, requested a loan of 1236 for a car and it has a duration of 6 months.",good risk
29,male,2,own,little,moderate,1103,12,radio/TV,"A male, 29 years old, skilled worker, owner of his house, with little savings and a moderate current account, requested a loan of $1103 for a period of 12 months to buy a TV or a radio.",good risk
38,female,0,own,little,little,926,12,car,"A woman who is not skilled and non-resident, with her own home, little savings and current account, requested a loan of 926 for a car for 12 months.",bad risk
24,male,2,own,little,little,1800,18,radio/TV,"A man who is 24 years old, skilled, owns his own home, has a small current and savings account, a loan of 1800 euros and a duration of 18 months for a radio/TV.",good risk
